Hash	Adds	K Hash	Path
M69ba8b9ac4	92	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-005.exp
Me01f4410b3	92	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-006.exp
M15b6487ab5	93	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-007.exp
M7813b22e7e	93	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-008.exp
M37a594ead3	93	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-009.exp
M35e5c06b33	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-010.exp
M8f63d69add	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-011.exp
M2cb628f205	91	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-012.exp
M016f16634a	92	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w217c23ci-013.exp
M071f9cd26b	93	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w221c23ci-001.exp
Mdba3a75224	93	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w221c23ci-003.exp
M36cdc55b34	94	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w221c23ci-004.exp
M2e91a362b1	94	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w221c23ci-005.exp
M42fc8aae07	94	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w225c23ci-000.exp
Mcce0c5afaa	95	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w225c23ci-002.exp
Me9b6a02f91	94	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w225c23ci-004.exp
Mc5bf4e8b27	95	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z30+z28/i63w225c23ci-006.exp
M171d251af2	75	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w171c236f-000.exp
M69703c9d17	75	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w171c48ae-000.exp
M7df9b51ce7	76	K5ed6be0d41	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w175c235e-000.exp
Mf75f4f5bcd	76	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w175c236f-000.exp
Mceb35cea4a	76	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w175c236f-001.exp
Mf02d017942	76	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w175c48ae-000.exp
Ma288174415	79	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w179c346f-000.exp
M50207c4671	79	K992fc077a4	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w179c347g-000.exp
M5b0dd11a8c	79	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w179c48ae-000.exp
M5724e45e75	79	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w179c48ae-001.exp
Mb84b15a17b	80	K5ed6be0d41	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c235e-000.exp
M29b9b80072	80	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c236f-000.exp
Mf6d8eedbe1	80	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c346f-000.exp
M469d9e61ef	80	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c34ef-000.exp
M46d0f6c5d3	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c48ae-000.exp
M60f31dc503	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c48ae-001.exp
Mf178048a09	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c48ae-002.exp
M41586760a6	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w183c48ae-003.exp
M6dfeb6945a	83	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w187c236f-000.exp
Mfd4b402a71	81	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w187c236f-001.exp
Me04d5353c3	81	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w187c236f-002.exp
M951d07162a	81	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w187c248h-000.exp
M53969bcaaf	81	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w187c48ae-000.exp
M367f2b3152	83	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w187c48ae-001.exp
M02e74cb12b	82	K5ed6be0d41	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c235e-000.exp
Mb747f51b8c	84	K5ed6be0d41	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c235e-001.exp
M99ed57bc44	82	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c236f-000.exp
M4959c2e598	82	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c236f-001.exp
M7f942e827f	82	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c236f-002.exp
Maa511e08a7	82	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c346f-000.exp
M18e01b9cf0	82	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c346f-001.exp
Mf4798aadb1	82	K992fc077a4	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c347g-000.exp
M849cbc3c28	82	Kdafda2915b	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c34dj-000.exp
M4ab0e301f8	84	K7ffa7db39f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c389h-000.exp
M1b6c1e7e14	84	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c48ae-000.exp
M13c74cbbb2	84	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w191c48ae-001.exp
Meac29c7c68	85	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w195c236f-000.exp
M738561c03b	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w195c28aj-000.exp
Md86a88a6cc	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w195c346f-000.exp
M87f3343395	85	K992fc077a4	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w195c347g-000.exp
Md328624d83	86	K5ed6be0d41	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c235e-000.exp
Mcd44e137ff	86	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c346f-000.exp
Ma2016a618d	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c346f-001.exp
M928d5242e1	86	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c34ef-000.exp
M1a0a3a3157	86	Ka624a77c4e	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c35eh-000.exp
Mbacb4f1d37	86	K7ffa7db39f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c389h-000.exp
Mb70533e04a	86	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c48ae-000.exp
M5b5add3a9b	86	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w199c48ae-001.exp
Md08bc61c8e	87	K7ffa7db39f	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w203c389h-000.exp
M754ab8fc38	87	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w203c48ae-000.exp
M647c9c038a	88	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w207c346f-000.exp
Mbc94bb8d00	88	K992fc077a4	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w207c347e-000.exp
M8fa83ed8f6	88	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w207c34ef-000.exp
M54e0331b2d	88	Ka624a77c4e	mm-solutions/heule-canonical/21x2+48x+4y6+9y4+10y3+z32+z31+z27/i64w207c35eh-000.exp
Ma080c14791	73	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w169c248h-000.exp
M2da5f33455	73	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w169c48ae-000.exp
M270d9a930e	77	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w177c248h-000.exp
M52a9ef2a7a	77	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w177c346f-000.exp
Mc7e6d7e973	77	Kdafda2915b	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w177c34dj-000.exp
M7d6609f10e	77	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w177c34ef-000.exp
M4e6c275e0f	79	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w185c236f-000.exp
M4b9d574b2e	79	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w185c236f-001.exp
Mb14fb53ddd	79	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w185c248h-000.exp
M6fffb6258f	81	K992fc077a4	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w185c347g-000.exp
Mdb6639f7db	81	Kdafda2915b	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w185c34dj-000.exp
M5228efcfdc	79	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w185c48ae-000.exp
M92a642c9d3	83	K5ed6be0d41	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w193c235e-000.exp
Md68fa9aaa6	83	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w193c236f-000.exp
M6e2f85c10a	83	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w193c248h-000.exp
M65f0ca09f4	83	Kdafda2915b	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w193c34dj-000.exp
M324f0af441	85	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w201c48ae-000.exp
M3f15f87289	85	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+2z31+z28/i66w201c48ae-001.exp
M7a9f0bad4a	72	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w167c346f-000.exp
M4fd57bb623	72	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w167c34ef-000.exp
M6598decf79	76	Ka624a77c4e	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w175c35eh-000.exp
M9e99db2458	76	Ka624a77c4e	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w175c35eh-001.exp
M9208919887	76	Ka624a77c4e	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w175c35eh-002.exp
M2986eb93c5	76	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w175c48ae-000.exp
M4521ae8725	78	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w183c236f-000.exp
M22c12a1224	78	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w183c248h-000.exp
M0669b6e9ee	78	K3046dd5133	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w183c346f-000.exp
M1837022bd7	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w183c48ae-000.exp
Ma067b9166c	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w183c48ae-001.exp
M819c21771a	78	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w183c48ae-002.exp
M4164692a78	82	K4831b95bcd	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w191c236f-000.exp
M08b51453ef	82	K7ffa7db39f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w191c389h-000.exp
Mf39a6ca53b	82	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w191c48ae-000.exp
M5b7aeb1f46	82	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w191c48ae-001.exp
M69f38b4681	81	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w193c23ci-000.exp
M806f3615d2	82	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w193c23ci-001.exp
M203cc4ac68	83	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w193c23ci-002.exp
M158cdc8ac1	80	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w193c23ci-003.exp
M4bc56fb8d7	82	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w195c23ci-000.exp
M1683a3ca7d	81	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w195c23ci-001.exp
M082dad1277	81	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w195c23ci-002.exp
M2e5ca0c928	82	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w195c23ci-003.exp
M95d40a9939	82	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w197c23ci-000.exp
Mc1aed5c9c3	83	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w197c23ci-001.exp
M7d85a7301f	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w199c23ci-000.exp
M83018e65fb	84	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w199c23ci-001.exp
Mb058f89ce8	84	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w199c28aj-000.exp
M35c35752a2	84	K7ffa7db39f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w199c389h-000.exp
M20561a871d	84	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w201c23ci-000.exp
Me507ce7c97	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w201c23ci-001.exp
M60736cadd1	87	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w201c23ci-002.exp
Mf8c6cc3789	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w201c23ci-003.exp
M9b65afee73	81	K992fc077a4	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w201c47eg-000.exp
M0f9d18776c	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-000.exp
Ma3574b87a8	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-001.exp
Mffc7d9d595	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-002.exp
M1583abd6bd	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-003.exp
M48b4e0164b	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-004.exp
Mf5b0d3dc67	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-005.exp
M4348022cdf	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w203c23ci-006.exp
M7d5901c9a1	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w205c23ci-000.exp
M969dd86771	87	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w205c23ci-001.exp
Me51038b0fe	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w207c23ci-000.exp
Mb5c1c21c25	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w207c23ci-001.exp
M84a855e5e3	87	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w209c23ci-000.exp
Mb2e6ba9773	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w209c23ci-001.exp
M652527dd85	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w209c23ci-002.exp
M537a10f35e	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w209c23ci-003.exp
M5eac36b753	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-000.exp
M1de9b52fdf	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-001.exp
M9ab7a19634	87	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-002.exp
M1d5a892e10	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-004.exp
M6b1da69c26	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-005.exp
M0c72a2836e	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-006.exp
M7d1ee3e513	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c23ci-008.exp
M7c0af2cf9d	87	Kcf4f9b0683	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w211c34ef-000.exp
M46ae7eaa4f	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w213c23ci-000.exp
Ma0587535f7	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w213c23ci-001.exp
Mbff67e3797	91	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w215c23ci-000.exp
M24667f79f9	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w215c23ci-001.exp
M279be06374	92	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w219c23ci-000.exp
M6ae5c135aa	91	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w219c23ci-001.exp
Mbd20b17960	92	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w219c23ci-002.exp
Mcffe841342	91	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z31+z30+z29/i68w219c23ci-003.exp
M38d4121519	80	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w193c48ae-000.exp
M03238ad015	84	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w195c23ci-001.exp
M71c8c7fbda	83	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w195c23ci-002.exp
M157f05389b	84	K98c04fba6b	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w201c238h-000.exp
Mc85b9f211c	81	K431981c73c	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w201c349i-000.exp
M2813c22d80	81	K431981c73c	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w201c34aj-000.exp
Mc3238f2135	84	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w201c48ae-000.exp
M7f6c587b5e	84	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w201c48ae-001.exp
M61aaadb477	87	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w203c23ci-000.exp
Md4a189b96b	86	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w203c23ci-001.exp
Mfa26351a40	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w203c23ci-002.exp
M461e55265b	85	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w203c23ci-003.exp
Mdbfa551117	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w203c23ci-004.exp
Mbde1e1810a	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w207c23ci-000.exp
Mbde7fe8bf0	88	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w207c23ci-001.exp
M03b9e44a5f	86	K98c04fba6b	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w209c238h-000.exp
M8d0e5ba856	85	K72bbb775d8	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w209c346d-000.exp
M8fd53ece7f	85	K431981c73c	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w209c34ci-000.exp
M94ff4a97eb	88	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w209c48ae-000.exp
Mf8da87f009	86	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w209c48ae-001.exp
M238038d539	88	Kac65f87215	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w209c48ae-002.exp
M1d599026e8	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w211c23ci-000.exp
M1a8f3067cb	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w211c23ci-001.exp
M973096fb9c	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w211c23ci-003.exp
Maed973734e	89	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w211c23ci-004.exp
M9d7d30c20e	90	K37d896ce4f	mm-solutions/heule-canonical/21x2+48x+4y6+y5+7y4+11y3+z32+2z29/i69w211c23ci-005.exp
