Hash	Adds	K Hash	Path
Mb530b6c491	94	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w229c23ci-011.exp
Mbe14de43a9	94	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w229c23ci-012.exp
M6aa0284361	96	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w229c23ci-013.exp
M30e16ec86c	94	Kcf4f9b0683	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w229c34ef-000.exp
M200b4d20e3	97	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w233c23ci-000.exp
M2fbf2f533e	97	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w233c23ci-002.exp
M22f71105c2	97	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w233c23ci-003.exp
M48db222929	98	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w237c23ci-000.exp
M8fe1afdec3	98	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w237c23ci-001.exp
M05505f1641	98	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w237c23ci-002.exp
Mc272a06efe	98	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w237c23ci-003.exp
M16491d62ab	96	Kcf4f9b0683	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w237c34ef-000.exp
M76a93e080b	99	Kcf4f9b0683	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w241c34ef-000.exp
Me00e1ddddc	100	Kcf4f9b0683	mm-solutions/heule-canonical/19x2+50x+4y6+7y4+12y3+z32+z29+z27/i31w245c34ef-000.exp
M5631e3759f	88	K559946bfc2	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w213c235e-000.exp
Mf41677bece	87	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w213c23ci-000.exp
M7fed491daf	88	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w213c23ci-001.exp
M45eef66672	87	K6895940d07	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w213c356e-000.exp
Mb459a30a2c	92	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w221c23ci-000.exp
Mb2eddc13bf	91	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w221c23ci-001.exp
M24fea3bfc3	92	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w221c23ci-002.exp
M52b649e43b	91	K559946bfc2	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w221c36ef-000.exp
M9e3d9939e3	93	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z30+2z29/i34w229c23ci-000.exp
Md499736a9e	77	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w187c23ci-000.exp
M5f06ad457a	77	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w189c48ae-000.exp
Mdff25d8a92	79	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w191c23ci-000.exp
M2b95ec207d	81	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w195c23ci-001.exp
M905108ba43	81	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w197c48ae-000.exp
M1931568207	81	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w197c48ae-001.exp
Md07ab95e1e	83	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w199c23ci-000.exp
Mcc0bddcdbe	83	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w199c23ci-001.exp
Md44ca13cf1	83	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w203c23ci-001.exp
Mb8b13742e2	83	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w205c48ae-000.exp
M1c42979b9c	85	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w205c48ae-001.exp
M9638510d72	85	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w207c23ci-000.exp
Md2dc96387b	87	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w207c23ci-001.exp
M263d0a617e	85	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w207c23ci-002.exp
M7b6a6f03d9	87	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w213c48ae-000.exp
Me6edfab36c	89	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w215c23ci-000.exp
M7079044ced	89	Kcf4f9b0683	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w215c34ef-000.exp
Meca575b478	89	Kac65f87215	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w221c48ae-000.exp
M4ad957d19a	91	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w223c23ci-000.exp
M7dcf3249a7	97	K6895940d07	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z31+z29+z28/i35w235c356e-000.exp
Mea864ee098	81	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w195c23ci-000.exp
M962818b010	83	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w199c23ci-000.exp
M7085294901	85	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w203c23ci-000.exp
Mb1dd20dda1	87	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w207c23ci-001.exp
M89acf24d2a	87	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w207c23ci-002.exp
M849745c11c	84	Kcf4f9b0683	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w209c34ef-000.exp
Mc4c2eb8fc3	87	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w211c23ci-003.exp
M31e8e01565	89	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w215c23ci-000.exp
M8eef3533d9	91	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w215c23ci-002.exp
M8718146ec0	93	K37d896ce4f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w223c23ci-001.exp
M340d313443	90	K98c04fba6b	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w225c356h-000.exp
Mf82efbd88f	90	K7ffa7db39f	mm-solutions/heule-canonical/19x2+50x+4y6+y5+5y4+13y3+z32+2z28/i36w225c389h-000.exp
M925204e9da	70	K559946bfc2	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w163c235e-000.exp
M4f98dabe22	70	K9c4f7421a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w163c367g-000.exp
M8557d46d74	74	Kdafda2915b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w171c34dj-000.exp
M731832eb0d	76	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w179c346f-000.exp
M7d3603a752	78	Kdafda2915b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w179c34dj-000.exp
Ma4cf131ba4	80	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w187c48ae-000.exp
M4c7c8f9a99	82	K992fc077a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w195c347g-000.exp
M440977cc25	84	K45911591b5	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w203c239i-000.exp
Mbb24cb04ce	83	K12fc70e8df	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w203c37gj-000.exp
M2ecd89a5fc	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w205c28aj-000.exp
Mbc86ed03df	84	K431981c73c	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w205c349i-000.exp
Mcaafd42e19	86	K98c04fba6b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w207c356h-000.exp
M7fbb44b978	85	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w207c48ae-000.exp
M478bd8c065	87	K45911591b5	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w209c28hj-000.exp
M8b4d0fa5e5	88	K98c04fba6b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w211c356h-000.exp
M3705b7c7b1	88	K992fc077a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w213c347g-000.exp
Mca54d7ffef	89	K8e6900a483	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w213c34aj-000.exp
Ma2fa17acb8	89	K992fc077a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w215c347g-000.exp
M5b50fff112	89	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w215c48ae-000.exp
M1aebc0ee31	90	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w215c48ae-001.exp
M10aae2ce06	90	K559946bfc2	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w217c235e-000.exp
Ma9ff4839a9	93	K98c04fba6b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z30+z29/i41w221c49ai-000.exp
M83873f71fc	72	Kcf4f9b0683	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w167c34ef-000.exp
M64b842cf59	76	K5ed6be0d41	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w175c235e-000.exp
M6b0cb7ed99	76	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w175c28aj-000.exp
M9ef224d483	78	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w183c28aj-000.exp
M2fc6e07bcb	80	Ka624a77c4e	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w183c35eh-000.exp
M0aa0a40d42	78	K7ffa7db39f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w183c389h-000.exp
Mf018ef96da	82	K4831b95bcd	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w191c236f-000.exp
Mf3248da3a8	82	K992fc077a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w191c347g-000.exp
M9c218ebfff	84	Kcf4f9b0683	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+2z31+z27/i42w199c34ef-000.exp
M1c0236d7d6	81	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w191c23ci-000.exp
M67d4d759ea	82	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w191c23ci-001.exp
Md8908f9b23	80	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w191c23ci-002.exp
M15d119a534	79	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w191c23ci-003.exp
M7ceade0d78	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w195c23ci-000.exp
Me5b3eb07ab	82	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w195c23ci-001.exp
M0bf030733f	81	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w195c23ci-002.exp
Mec7dde2459	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w195c23ci-003.exp
M996539df85	79	Kcf4f9b0683	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w197c235e-000.exp
M0d12512a99	80	K98c04fba6b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w197c36cd-000.exp
M39b14195b8	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-000.exp
M6e8eca74bf	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-001.exp
M6db35587eb	86	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-003.exp
Mbc29ac03e7	86	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-005.exp
Me4f33b2450	83	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-006.exp
Md76bb4d6c4	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-007.exp
M719e661940	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w199c23ci-008.exp
Md3c846379e	82	K2c3c0db3e6	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w201c236f-000.exp
M534aae490c	82	K431981c73c	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w201c34aj-000.exp
M256f65688c	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w203c23ci-000.exp
M8d8905c805	88	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w203c23ci-001.exp
M66439ddc81	89	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w203c23ci-002.exp
M312d5270a6	86	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w203c23ci-003.exp
M316624324a	84	K72bbb775d8	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w205c346d-000.exp
M4c69fd0a4e	84	Ka7e5fc0ad4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w205c347g-000.exp
M327e5934ba	84	K12fc70e8df	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w205c37gj-000.exp
M7f6c3cb927	87	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-000.exp
Mc164d752b2	89	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-001.exp
M25870ee001	90	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-002.exp
M191a40db8b	86	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-003.exp
Md2c30a65b2	89	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-004.exp
M5f8b75aad4	90	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-005.exp
M50cc970fc2	88	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-006.exp
Ma5eefb1253	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c23ci-007.exp
M702710db5d	86	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c356e-000.exp
M43d166abbc	85	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c48ae-000.exp
M419b763381	85	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w207c48ae-001.exp
M1a16135264	86	K4831b95bcd	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w209c236f-000.exp
M512958058f	86	Ka624a77c4e	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w209c238h-000.exp
M42a8115dd8	87	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w211c23ci-000.exp
Mf904157be1	91	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w211c23ci-001.exp
M326d25ae05	88	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w211c23ci-002.exp
M1293f82075	87	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w211c23ci-003.exp
M251420041a	90	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w211c23ci-004.exp
Maae297e338	87	K12fc70e8df	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w211c367g-000.exp
Md082036ca6	88	K45911591b5	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w213c28hj-000.exp
M232bd55560	88	K8e6900a483	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w213c38eh-000.exp
M8893b21b66	90	K4831b95bcd	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c236f-000.exp
M09444de6bd	89	K98c04fba6b	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c238h-000.exp
Me86a7363fe	92	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c23ci-001.exp
M88a9a896cf	91	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c23ci-002.exp
Me6526cda62	91	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c23ci-004.exp
Md2cc533022	92	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c23ci-005.exp
Mc9e42539d1	89	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w215c346f-000.exp
M8264db7764	91	K7ffa7db39f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w219c349i-000.exp
M1a50b08cc1	92	K72bbb775d8	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w219c39aj-000.exp
M74fdc60793	92	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w223c28aj-000.exp
Me1a39716e5	91	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w225c23ci-002.exp
M6306aab624	91	Ka624a77c4e	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w225c35eh-000.exp
M514a812c6e	94	K72bbb775d8	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+2z29/i43w231c347c-000.exp
Mf1bf75c7e8	71	K559946bfc2	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w165c235e-000.exp
M130f162661	71	K559946bfc2	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w165c235g-000.exp
Mf3931a724f	71	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w165c28aj-000.exp
M776ea6338d	75	K3046dd5133	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w173c346f-000.exp
M18c4cba005	75	K992fc077a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w173c347g-000.exp
Ma78e8907a9	75	K992fc077a4	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w173c347g-001.exp
Me5a8340026	75	Ka624a77c4e	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w173c35eh-000.exp
M325ce549ce	77	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w181c28aj-000.exp
M560568339f	77	Kcf4f9b0683	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w181c34ef-000.exp
Maebecb955b	79	Kcf4f9b0683	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w181c34ef-001.exp
M9be0ceb3b9	79	Ka624a77c4e	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w181c35eh-000.exp
Med193693ca	77	K7ffa7db39f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w181c389h-000.exp
Mbd3fbd202e	77	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w181c48ae-000.exp
M469e2ed8f3	81	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w189c23ci-000.exp
Mec69d000a5	80	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w189c23ci-001.exp
Ma0eafc8f7a	81	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w189c28aj-000.exp
M306df66e50	81	Ka624a77c4e	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w189c35eh-000.exp
Mf2af7308a7	81	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w189c48ae-000.exp
M37ace3cb47	81	Kac65f87215	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w189c48ae-001.exp
M3a58dce6fa	80	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w193c23ci-000.exp
M902b828e14	83	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w193c23ci-001.exp
M95216b0bc1	82	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w193c23ci-002.exp
M71fa6de2e8	81	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w193c23ci-003.exp
Mff33498a0e	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w197c23ci-000.exp
M3e6e92dc49	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w197c23ci-001.exp
Mc369af8d4f	83	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w197c23ci-002.exp
Maf309adc07	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w197c23ci-003.exp
Me7f9b3667b	83	K3046dd5133	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w197c346f-000.exp
M5db1e492c2	83	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w197c346f-001.exp
M117e89813f	80	K4831b95bcd	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w199c23fg-000.exp
M8cfbb0275f	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-001.exp
M9b2c88663c	87	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-002.exp
M229e36b664	86	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-003.exp
Md15570ab66	85	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-004.exp
M3edbe13a42	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-005.exp
Mcd4ebb1d5a	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-006.exp
M6b68b6b4a5	84	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w201c23ci-007.exp
M068578d13b	83	K45911591b5	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w203c48ah-000.exp
Mf95f726498	86	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w205c23ci-000.exp
M21b1b560bb	88	K37d896ce4f	mm-solutions/heule-canonical/20x2+49x+4y6+8y4+11y3+z31+z30+z28/i44w205c23ci-001.exp
